entity_type,name_ukr,name_local,name_eng,common_abbreviation,country,collaboration_type,domain,ru_world_partners,political_affiliation,ideological_platform,russian_money,observer_border_violation,prorussian_statements,wiki_or_website,photo_link,regrets,short_description
людина,Хайно Візе,Heino Wiese,Heino Wiese,,Germany,політик,polytics,,SPD,center,https://www.dw.com/ru/ne-tolko-sreder-v-frg-sostavlaut-reestr-lobbistov-gazproma/a-63217996,,,https://de.wikipedia.org/wiki/Heino_Wiese,,,"former politician, lobbyist"
людина,Ганс Міссельвіц,Hans Misselwitz,Hans Misselwitz,,Germany,політик,polytics,,SPD,center,,,https://www.berliner-zeitung.de/politik-gesellschaft/offener-brief-fordert-von-scholz-stopp-der-waffenlieferungen-an-die-ukraine-li.223704,https://de.wikipedia.org/wiki/Hans-J%C3%BCrgen_Misselwitz,,,"former functionary of the SPD, member of the ""committee on values"" of the SPD"
людина,Маркус Зьодер,Markus Söder,Markus Söder,,Germany,політик,polytics,,CSU,center,,,https://www.pravda.com.ua/rus/news/2022/01/23/7321398/,https://de.wikipedia.org/wiki/Markus_S%C3%B6der,,,Prime minister of Bavaria
людина,Мануела Швезіг,Manuela Schwesig,Manuela Schwesig,,Germany,політик,polytics,,SPD,center,https://www.welt.de/politik/deutschland/article238085835/Merkel-und-Scholz-wussten-von-Gruendung-der-Gazprom-Stiftung.html?icid=search.product.onsitesearch,,,https://de.wikipedia.org/wiki/Manuela_Schwesig,,,Prime minister of Mecklenburg-Vorpommern
людина,Міхаель Кречмер,Michael Kretschmer,Michael Kretschmer,,Germany,політик,polytics,,CDU,center,,,https://www.morgenpost.de/politik/article236506037/ministerpraesident-kretschmer-sachsen-russland-gas.html,https://de.wikipedia.org/wiki/Michael_Kretschmer,,,"Prime minister of Saxony, one of the deputy heads of the federal CDU"
людина,Йорг Мойтен,Jörg Meuthen,Jörg Meuthen,,Germany,політик,polytics,,Zentrum,center,,,https://www.tango-noir.com/2018/06/16/full-list-of-members-of-the-european-parliament-who-voted-against-the-resolution-on-political-prisoners-in-russia/,https://de.wikipedia.org/wiki/J%C3%B6rg_Meuthen,,,member of the European Parliament
людина,Йоханн Заатхофф,Johann Saathoff,Johann Saathoff,,Germany,політик,polytics,,SPD,center,,,https://360tv.ru/news/mir/predstavitel-mid-germanii/,https://de.wikipedia.org/wiki/Johann_Saathoff,,,member of the German parliament
людина,Нільс Шмід,Nils Schmid,Nils Schmid,,Germany,політик,polytics,,SPD,center,,,https://riafan.ru/1554310-publicist-tulin-nemeckii-deputat-prizval-sdelat-ukrainu-rezervaciei-dlya-migrantov?utm_source=politobzor.net,https://de.wikipedia.org/wiki/Nils_Schmid,,,member of the German parliament
людина,Рольф Мютцених,Rolf Mützenich,Rolf Mützenich,,Germany,політик,polytics,,SPD,center,,,https://www.zeit.de/politik/deutschland/2022-07/muetzenich-putin-ukraine-krieg-russland-sanktionen?utm_referrer=https%3A%2F%2Fwww.gazeta.ru%2F ,https://de.wikipedia.org/wiki/Rolf_M%C3%BCtzenich,,,member of the German parliament
людина,Вольфганг Кубікі,Wolfgang Kubicki,Wolfgang Kubicki,,Germany,політик,polytics,,FDP,center,,,https://politics.novyny.live/ru/povedenie-rossii-napominaet-zagnannogo-v-kapkan-zveria-kak-v-frg-rabotaet-rossiiskaia-propaganda-54245.html,https://de.wikipedia.org/wiki/Wolfgang_Kubicki,,,"member of the German parliament, vice president"
людина,Армін Лашет,Armin Laschet,Armin Laschet,,Germany,політик,polytics,,CDU/CSU,center,,,https://www.dw.com/ru/chego-zhdat-rossii-ot-novogo-lidera-hds-armina-lasheta/a-56250068,https://de.wikipedia.org/wiki/Armin_Laschet,,,"member of the German parliament, vice-president of the Parliamentary Assembly of the Council of Europe"
людина,Фрідріх Мерц,Friedrich Merz,Friedrich Merz,,Germany,політик,polytics,,CDU/CSU,center,,,https://www.politico.eu/article/blame-germany-russia-policy/,https://de.wikipedia.org/wiki/Friedrich_Merz,,1,"member of the German parliament, leader of the CDU/CSU faction"
людина,Алок Шарма,Alok Sharma,Alok Sharma,,Great Britain,політик,polytics,,Conservative Party,center,https://www.getreading.co.uk/news/reading-berkshire-news/reading-mp-alok-sharma-under-23274782,,https://www.reuters.com/world/europe/cop26-chief-praises-putin-bid-get-russia-go-green-2021-06-29/,https://en.wikipedia.org/wiki/Alok_Sharma,,,"secretary of State for the UK government, head of the climate organization COP26"
людина,Полін Невілл-Джонс,Pauline Neville Jones,Pauline Neville Jones,,Great Britain,політик,polytics,,Conservative Party,center,https://www.atlanticcouncil.org/in-depth-research-reports/report/kremlin-trojan-horses/#uk,,,"https://en.wikipedia.org/wiki/Pauline_Neville-Jones,_Baroness_Neville-Jones",,,ex-minister of Security and Combating Terrorism
людина,Малкольм Рифкінд,Malcolm Rifkind,Malcolm Rifkind,,Great Britain,політик,polytics,,Conservative Party,center,https://ru.valdaiclub.com/about/experts/6754/,,,https://en.wikipedia.org/wiki/Malcolm_Rifkind,,1,ex-minister of foreign affairs
людина,Джеймс Карвер,James Carver,James Carver,,Great Britain,політик,polytics,,Conservative Party,center,,,https://www.tango-noir.com/2018/06/16/full-list-of-members-of-the-european-parliament-who-voted-against-the-resolution-on-political-prisoners-in-russia/,https://en.wikipedia.org/wiki/James_Carver,,,ex-member of the European Parliament
людина,Джон Віттінгдейл,John Whittingdale,John Whittingdale,,Great Britain,політик,polytics,,Conservative Party,center,,,https://www.atlanticcouncil.org/in-depth-research-reports/report/kremlin-trojan-horses/#uk,https://en.wikipedia.org/wiki/John_Whittingdale,https://it.wikipedia.org/wiki/John_Whittingdale#/media/File:Official_portrait_of_Mr_John_Whittingdale_crop_2.jpg,,"minister for Culture, Media and Sport in David Cameron's government"
людина,Бен Елліот,Ben Elliot,Ben Elliot,,Great Britain,політика,polytics,,Conservative Party,center,https://www.businessinsider.com/tories-call-oust-co-chairman-ben-elliot-russia-links-2022-3,,,https://en.wikipedia.org/wiki/Ben_Elliot,,,"entrepreneur, ex-co-chairman of the Conservative Party"
людина,Уільям Уоллес,William Wallace,William Wallace,,Great Britain,політик,polytics,,Liberal Democrats (UK),center,https://globalaffairs.ru/about/editorial-board/,,,"https://en.wikipedia.org/wiki/William_Wallace,_Baron_Wallace_of_Saltaire",,,a member of the House of Lords
людина,Даніель Кавчинський,Daniel Kawczynski,Daniel Kawczynski,,Great Britain,політик,polytics,,Conservative Party,center,,,https://www.atlanticcouncil.org/in-depth-research-reports/report/kremlin-trojan-horses/,https://en.wikipedia.org/wiki/Daniel_Kawczynski,,1,member of Parliament of the UK
людина,Джон Редвуд,John Redwood,John Redwood,,Great Britain,політик,polytics,,Conservative Party,center,,,https://www.getreading.co.uk/news/local-news/john-redwood-mp-ukraine-very-6791619,https://en.wikipedia.org/wiki/John_Redwood,,1,member of Parliament of the UK
людина,Керолайн Нокс,Caroline Nokes,Caroline Nokes,,Great Britain,політик,polytics,,Conservative Party,center,,,https://www.opendemocracy.net/en/dark-money-investigations/conservative-lobbying-row-westminster-russia-forum-unregulated-ukraine/,https://en.wikipedia.org/wiki/Caroline_Nokes,,1,member of Parliament of the UK
людина,Марія Антоніу,Μαρία Αντωνίου,Maria Antoniou,,Greece,політик,polytics,,Νέα Δημοκρατία (Ν.Δ.),center,,https://www.fakeobservers.org/biased-observation-database/details/antoniou-maria.html,,https://el.wikipedia.org/wiki/%CE%9C%CE%B1%CF%81%CE%AF%CE%B1_%CE%91%CE%BD%CF%84%CF%89%CE%BD%CE%AF%CE%BF%CF%85,,,ex-member of the Greek Parliament
людина,Сімос Кедікоглу,Σίμος Κεδίκογλου,Simos Kedikoglou,,Greece,політик,polytics,,Νέα Δημοκρατία (Ν.Δ.),center,,https://www.rferl.org/a/europes-fringe-take-part-in-donetsk-forum/27010334.html,,https://el.wikipedia.org/wiki/%CE%A3%CE%AF%CE%BC%CE%BF%CF%82_%CE%92._%CE%9A%CE%B5%CE%B4%CE%AF%CE%BA%CE%BF%CE%B3%CE%BB%CE%BF%CF%85,,,deputy minister of Agriculture
людина,Максімос Харакопулос,Μάξιμος Χαρακόπουλος,Maximos Charakopoulos,,Greece,політик,polytics,,Νέα Δημοκρατία (Ν.Δ.),center,https://tatmitropolia.ru/all_publications/publication/?id=45349,,https://ria.ru/20210525/ieronim-1733816454.html,https://el.wikipedia.org/wiki/%CE%9C%CE%AC%CE%BE%CE%B9%CE%BC%CE%BF%CF%82_%CE%A7%CE%B1%CF%81%CE%B1%CE%BA%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF%CF%82,,,"member of the Parliament of Greece, secretary General of the Inter-Parliamentary Orthodox Assembly"
людина,Лука Волонте,Luca Volontè,Luca Volontè,,Italy,політик,polytics,,Unione dei Democratici Cristiani e Democratici di Centro,center,https://www.eurointegration.com.ua/rus/articles/2017/04/24/7064886/,,,https://it.wikipedia.org/wiki/Luca_Volont%C3%A8,,,founder of Fondazione Novae Terrae
людина,Вальдемар Павляк,Waldemar Pawlak,Waldemar Pawlak,,Poland,політик,polytics,,Polskie Stronnictwo Ludowe (PSL),center,"https://www.gazetaprawna.pl/wiadomosci/kraj/artykuly/8410074,solidarna-polska-waldemar-pawlak-rosja.html",,"https://wiadomosci.dziennik.pl/polityka/artykuly/561823,sieci-o-udziale-waldemara-pawlaka-w-negocjacjach-gazowych-z-rosja.html",https://pl.wikipedia.org/wiki/Waldemar_Pawlak,,,"ex-prime minister, ex-vice prime minister of Poland"
людина,Марек Крайчі,Marek Krajči,Marek Krajči,,Slovakia,політик,polytics,,OĽANO,center,,https://www.fakeobservers.org/biased-observation-database/details/krajci-marek.html,,https://sk.wikipedia.org/wiki/Marek_Kraj%C4%8D%C3%AD,,,member of Parliament of Slovakia
людина,Фредрик Федерлей,Fredrick Federley,Fredrick Federley,,Sweden,політик,polytics,,Centerpartiet (C),center,,,,https://sv.wikipedia.org/wiki/Fredrick_Federley,,,ex-member of the European Parliament
людина,Хайнц Фішер,Heinz Fischer,Heinz Fischer,,Austria,політик,polytics,,SPÖ,left,https://ru.valdaiclub.com/about/experts/5686/,,https://www.diepresse.com/6085062/heinz-fischer-nato-waffen-an-russlands-grenze-unterstuetzen-frieden-nicht,https://de.wikipedia.org/wiki/Heinz_Fischer,,,ex-president of Austria
людина,Крістіан Керн,Christian Kern,Christian Kern,,Austria,політик,polytics,,SPÖ,left,https://russiabusinesstoday.com/economy/former-austrian-chancellor-christian-kern-joins-board-of-russian-railways/,,,https://de.wikipedia.org/wiki/Christian_Kern,,1,ex-federal chancellor
людина,Альфред Гузенбауер,Alfred Gusenbauer,Alfred Gusenbauer,,Austria,політик,polytics,,SPÖ,left,https://www.dw.com/en/european-politicians-got-millions-to-lobby-for-pro-russian-government-in-ukraine/a-42721849,,,https://de.wikipedia.org/wiki/Alfred_Gusenbauer,,1,ex-Federal Chancellor of Austria
людина,Муна Дуздар,Muna Duzdar,Muna Duzdar,,Austria,політик,polytics,,SPÖ,left,,,https://www.amazingaustria.com/putin-sympathisers-in-austria/,https://de.wikipedia.org/wiki/Muna_Duzdar,,,ex-member of the Austrian Parliament
людина,Вернер Мург,Werner Murgg,Werner Murgg,,Austria,політик,polytics,,KPÖ,left,,https://www.kleinezeitung.at/politik/6040654,https://www.ots.at/presseaussendung/OTS_20220316_OTS0038/sachslehner-putin-versteher-werner-murgg-muss-zuruecktreten,https://de.wikipedia.org/wiki/Werner_Murgg,,,member of the local parliament of Styria
людина,Крістофер Мацнеттер,Christoph Matznetter,Christoph Matznetter,,Austria,політик,polytics,,SPÖ,left,,,https://kurier.at/politik/inland/atv-putin-versteher-vilimsky-voggenhuber-und-matznetter-sprechen-klartext/97.430.804,https://de.wikipedia.org/wiki/Christoph_Matznetter,,,member of Parliament of Austria
організація,Соціал-демократична партія Австрії,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,SPÖ,Austria,політик,polytics,,,left,,,https://ecfr.eu/article/commentary_austria_russias_trojan_horse/,https://www.socialistsanddemocrats.eu/content/sozialdemokratische-partei-%C3%B6sterreichs,,,left party
людина,Люк Мішель,Luc Michel,Luc Michel,,Belgium,політик,polytics,,The Parti Communautaire National-Européen (PCN) ,left,,https://khpg.org/en/1458089893,http://www.lucmichel.net/2014/08/31/pcn-spo-%D1%80%D0%BE%D1%81%D1%81%D0%B8%D1%8F-%D0%BD%D0%BE%D0%B2%D0%BE%D1%80%D0%BE%D1%81%D1%81%D0%B8%D1%8F-%D1%83%D0%BA%D1%80%D0%B0%D0%B8%D0%BD%D0%B0-%D0%B2%D1%81%D1%82%D1%80%D0%B5%D1%87%D0%B0/,https://en.wikipedia.org/wiki/Luc_Michel,,,leader and founder of the Parti Communautaire National-Européen (PCN)
людина,Марк Ботенга,Marc Botenga,Marc Botenga,,Belgium,політик,polytics,,Parti du travail de Belgique,left,,,https://www.ftm.eu/articles/putins-useful-idiots-in-the-european-parliament,https://fr.wikipedia.org/wiki/Marc_Botenga,,,member of the European Parliament
організація,Партія праці,Partij van de Arbeid van België,Worker's Party of Belgium,,Belgium,політик,polytics,,,left,,,https://www.demorgen.be/nieuws/van-pvda-tot-vlaams-belang-de-bondgenoten-van-poetin-in-het-parlement-wat-hebben-die-extremen-toch-met-rusland~b6743dad/,https://nl.wikipedia.org/wiki/Partij_van_de_Arbeid_van_Belgi%C3%AB,,,left party
організація,Робітнича партія Бельгії,Parti du travail de Belgique,Labour Party of Belgium,,Belgium,політик,polytics,,,left,,,https://www.moustique.be/actu/belgique/2022/03/07/le-ptb-est-il-pro-russe-vladimir-poutine-nest-pas-un-exemple-politique-230114,https://fr.wikipedia.org/wiki/Parti_du_travail_de_Belgique,,,left party
людина,Корнелія Нінова,Корнелия Нинова,Kornelia Ninova,,Bulgaria,політик,polytics,,БСП,left,,,https://lenta.ru/news/2022/07/01/7894387/,https://bg.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BD%D0%B5%D0%BB%D0%B8%D1%8F_%D0%9D%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0,,,"acting vice-prime-minister, leader of the Social Party"
людина,Іліана Йотова,Илияна Йотова,Iliana Iotova,,Bulgaria,політик,polytics,,БСП,left,,,http://anton-shekhovtsov.blogspot.com/2015/06/state-of-eu-russia-relations-brief.html,https://bg.wikipedia.org/wiki/%D0%98%D0%BB%D0%B8%D1%8F%D0%BD%D0%B0_%D0%99%D0%BE%D1%82%D0%BE%D0%B2%D0%B0,,,"vice-president of Bulgaria, ex-member of the European Parliament"
людина,Момчил Неков,Момчил Неков,Momchil Nekov,,Bulgaria,політик,polytics,,БСП,left,,,http://anton-shekhovtsov.blogspot.com/2015/06/state-of-eu-russia-relations-brief.html,https://bg.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BC%D1%87%D0%B8%D0%BB_%D0%9D%D0%B5%D0%BA%D0%BE%D0%B2,,,ex-member of the European Parliament
людина,Іво Христов,Иво Христов,Ivo Hristov,,Bulgaria,політик,polytics,,БСП,left,,https://www.blackseanews.net/en/read/140574,,https://bg.wikipedia.org/wiki/%D0%98%D0%B2%D0%BE_%D0%A5%D1%80%D0%B8%D1%81%D1%82%D0%BE%D0%B2_(%D1%81%D0%BE%D1%86%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3),,,ex-member of the Parliament of Bulgaria
людина,Георгі Парванов,Георги Първанов,Georgi Parvanov,,Bulgaria,політик,polytics,,АБВ,left,,,https://dariknews.bg/novini/bylgariia/pyrvanov-moite-otnosheniia-s-moskva-sa-bili-vinagi-polzotvorni-2316557,https://bg.wikipedia.org/wiki/%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8_%D0%9F%D1%8A%D1%80%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2,,,"leader of the ABV party, ex-president of Bulgaria"
людина,Румен Радєв,Румен Радев,Rumen Radev,,Bulgaria,політик,polytics,,БСП,left,,,https://www.kommersant.ru/doc/5328992,https://bg.wikipedia.org/wiki/%D0%A0%D1%83%D0%BC%D0%B5%D0%BD_%D0%A0%D0%B0%D0%B4%D0%B5%D0%B2,,,president of Bulgaria
людина,Єлена Йончева,Елена Йончева,Elena Yoncheva,,Bulgaria,політик,polytics,,БСП,left,,https://www.blackseanews.net/en/read/140574,,https://bg.wikipedia.org/wiki/%D0%95%D0%BB%D0%B5%D0%BD%D0%B0_%D0%99%D0%BE%D0%BD%D1%87%D0%B5%D0%B2%D0%B0,,,member of the European Parliament
людина,Сергій Станішев,Сергей Станишев,Sergey Stanishev,,Bulgaria,політик,polytics,,БСП,left,,,https://www.kommersant.ru/doc/4018965,https://bg.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%A1%D1%82%D0%B0%D0%BD%D0%B8%D1%88%D0%B5%D0%B2,,,"member of the European Parliament, head of the Social Party, ex-head of the government"
людина,Цвєтеліна Пенкова,Цветелина Пенкова,Tsvetelina Penkova,,Bulgaria,політик,polytics,,БСП,left,,,https://www.newsweek.com/russia-ukraine-sponsor-terror-european-parliament-vote-against-list-1762091,https://en.wikipedia.org/wiki/Tsvetelina_Penkova,,,member of the European parliament
організація,Альтернатива за болгарське відродження,Алтернатива за българско възраждане,Alternative for Bulgarian revival,ABV,Bulgaria,політик,polytics,,,left,,,https://clubz.bg/41549-abv_veche_e_oficialniqt_partnor_na_edinna_rusiq_v_bylgariq,https://bg.wikipedia.org/wiki/%D0%90%D0%BB%D1%82%D0%B5%D1%80%D0%BD%D0%B0%D1%82%D0%B8%D0%B2%D0%B0_%D0%B7%D0%B0_%D0%B1%D1%8A%D0%BB%D0%B3%D0%B0%D1%80%D1%81%D0%BA%D0%BE_%D0%B2%D1%8A%D0%B7%D1%80%D0%B0%D0%B6%D0%B4%D0%B0%D0%BD%D0%B5,,,left party
організація,Болгарська соціалістична партія,Българска социалистическа партия,Bulgarian Socialist Party,BSP,Bulgaria,політик,polytics,,,left,https://www.fpri.org/article/2016/08/suffocating-symbiosis-russia-seeks-trojan-horses-inside-fractious-bulgarias-political-corral/,,https://www.france24.com/en/live-news/20220522-ukraine-war-tests-bulgarians-pro-russia-sentiment,https://bg.wikipedia.org/wiki/%D0%91%D1%8A%D0%BB%D0%B3%D0%B0%D1%80%D1%81%D0%BA%D0%B0_%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0_%D0%BF%D0%B0%D1%80%D1%82%D0%B8%D1%8F,,,left party
людина,Йозеф Стршедула,Josef Středula,Josef Středula,,Czech Republic,політик,polytics,,KOVO,left,,,https://www.seznamzpravy.cz/clanek/volby-prezidentske-ambiciozniho-stredulu-tlaci-na-hrad-muzi-kteri-prosazovali-zajmy-ruska-a-ciny-201730,https://cs.wikipedia.org/wiki/Josef_St%C5%99edula,,,head of the Czech-Moravian Confederation of Trade Unions and presidential candidate
людина,Їржі Пароубек,Jiří Paroubek,Jiří Paroubek,,Czech Republic,політик,polytics,,Národní socialisté (NÁR.SOC.),left,,,http://www.srspol.sk/clanek-jiri-paroubek-elon-musk-se-odvazil-byt-mirotvorcem-25304.html,https://cs.wikipedia.org/wiki/Ji%C5%99%C3%AD_Paroubek,,,ex-prime minister of the Czech Republic
людина,Мірослав Шлоуф,Miroslav Šlouf,Miroslav Šlouf,,Czech Republic,політик,polytics,,Strana Práv Občanů ZEMANOVCI (zkráceně SPOZ)[,left,https://glavcom.ua/publications/126734-strany-tsentralnoj-evropy-%E2%80%94-druzja-putina.html,,,https://cs.wikipedia.org/wiki/Miroslav_%C5%A0louf,,,former adviser to president Zeman
людина,Роман Блашко,Roman Blaško,Roman Blaško,,Czech Republic,політик,polytics,,Komunistická strana Československa (KSČ),left,,,https://nv.ua/ukraine/events/psevdoreferendumy-rf-privezla-na-okkupirovannye-territorii-nablyudateley-storonnikov-putina-50272700.html,https://cs.wikipedia.org/wiki/Roman_Bla%C5%A1ko,,,ex-editor of the Czech communist newspaper Haló noviny and a politician
людина,Їржі Машталка ,Jiří Maštálka,Jiří Maštálka,,Czech Republic,політик,polytics,,Komunistická strana Čech a Moravy (KSČM),left,,,http://anton-shekhovtsov.blogspot.com/2015/06/state-of-eu-russia-relations-brief.html,https://cs.wikipedia.org/wiki/Ji%C5%99%C3%AD_Ma%C5%A1t%C3%A1lka,,,ex-member of the European Parliament
людина,Ян Келлер,Jan Keller,Jan Keller,,Czech Republic,політик,polytics,,Česká strana sociálně demokratická,left,,,http://anton-shekhovtsov.blogspot.com/2015/06/state-of-eu-russia-relations-brief.html,https://cs.wikipedia.org/wiki/Jan_Keller,,,ex-member of the European Parliament
людина,Яромір Колічек,Jaromír Kohlíček,Jaromír Kohlíček,,Czech Republic,політик,polytics,,Komunistická strana Čech a Moravy (KSČM),left,,https://www.mfaua.org/ru/projects/nezakonnye-vyzyty-ynostrannykh-hrazhdan-na-terrytoryiu-okkupyrovannoho-kryma-v-fevrale-mae-2018-ytohy-monytorynha,,https://cs.wikipedia.org/wiki/Jarom%C3%ADr_Kohl%C3%AD%C4%8Dek,,,ex-member of the European Parliament
людина,Анна Чурдова,Anna Čurdová ,Anna Čurdová ,,Czech Republic,політик,polytics,,Strana Práv Občanů ZEMANOVCI (SPOZ)[,left,,https://www.fakeobservers.org/biased-observation-database/details/curdova-anna.html,,https://cs.wikipedia.org/wiki/Anna_%C4%8Curdov%C3%A1,,,ex-member of the Czech Parliament
людина,Зденек Ондрачек,Zdeněk Ondráček,Zdeněk Ondráček,,Czech Republic,політик,polytics,,Komunistická strana Čech a Moravy (KSČM),left,,https://www.fakeobservers.org/biased-observation-database/details/ondracek-zdenek.html,https://olomoucka.drbna.cz/zpravy/spolecnost/24706-rusove-nas-osvobodili-nemeli-bychom-je-kritizovat-pise-ceska-dezinformacni-scena.html?utm_source=copy,https://cs.wikipedia.org/wiki/Zden%C4%9Bk_Ondr%C3%A1%C4%8Dek,,,ex-member of the Czech Parliament
людина,Їржі Виваділ,Jiří Vyvadil,Jiří Vyvadil,,Czech Republic,політик,polytics,,Česká strana národně socialistická ,left,,,https://www.idnes.cz/zpravy/domaci/vyvadil-hnuti-pratele-putina-v-cr-ruska-agrese-ukrajina.A220224_100636_domaci_kop,https://cs.wikipedia.org/wiki/Ji%C5%99%C3%AD_Vyvadil,,,"founder of the ""Friends of Putin"" party"
людина,Йозеф Скала,Josef Skála,Josef Skála,,Czech Republic,політик,polytics,,Komunistická strana Čech a Moravy (KSČM),left,,,https://www.novinky.cz/clanek/domaci-na-vaclavskem-namesti-se-opet-demonstruje-za-cesko-na-1-miste-40410025,https://cs.wikipedia.org/wiki/Josef_Sk%C3%A1la_(politik)#cite_note-35,,,Communist candidate for president
людина,Мартін Нейедли,Martin Nejedlý,Martin Nejedly,,Czech Republic,політик,polytics,,Strana Práv Občanů ZEMANOVCI (SPOZ),left,https://www.idnes.cz/zpravy/domaci/prazsky-hrad-lukoil-martin-nejedly.A161103_202521_domaci_fer,,,https://cs.wikipedia.org/wiki/Martin_Nejedl%C3%BD,,,politician and businessman
